meme_id,image_path,blip_caption
110204,training/memes/110204.jpeg,arafed man wearing a santa hat with a message in spanish
110205,training/memes/110205.png,a close up of a cartoon character with a caption of a person in a green shirt
110206,training/memes/110206.jpeg,arafed woman wearing a mask and a face covering
110207,training/memes/110207.jpeg,a close up of a person holding a microphone and a person wearing a suit
110208,training/memes/110208.jpeg,a cartoon drawing of a bunch of different faces with different expressions
110209,training/memes/110209.jpeg,a cartoon of a couple hugging each other in a comic
110210,training/memes/110210.jpeg,there is a painting of a man and woman sitting on a bench
110211,training/memes/110211.jpeg,a cartoon of a man and woman with a goat on their backs
110212,training/memes/110212.jpeg,a couple of texts that are in different languages on a cell phone
110213,training/memes/110213.jpeg,a picture of a picture of a man with a big chest
110214,training/memes/110214.jpeg,a cartoon picture of a man with a phone in his hand
110215,training/memes/110215.jpeg,a cartoon picture of a woman with a motorcycle and a man with a moped
110216,training/memes/110216.jpeg,a man with glasses and a beard is looking at the camera
110217,training/memes/110217.jpeg,a frog sitting on the ground with his hand on his chin
110218,training/memes/110218.jpeg,anime characters with a caption of a horse and a man
110219,training/memes/110219.jpeg,a cartoon picture of a man with a beard and a computer
110220,training/memes/110220.jpeg,a painting of two people holding hands with a heart in the middle
110221,training/memes/110221.jpeg,a picture of a man with a bunch of different expressions on his face
110222,training/memes/110222.jpeg,arafed picture of a man pointing at the camera with a caption in spanish
110223,training/memes/110223.jpeg,arafed dog standing on its hind legs on a fence
110224,training/memes/110224.jpeg,a close up of a text message with a bunch of emoticions
110225,training/memes/110225.jpeg,two pictures of a cat with a towel on its back and a cat with a towel on its
110226,training/memes/110226.jpeg,arafed image of a woman in a yellow sweater and red hat
110227,training/memes/110227.png,a cartoon picture of a man and woman shaking hands in a forest
110228,training/memes/110228.jpeg,cartoon of a man and woman playing with a ball in spanish
110229,training/memes/110229.jpeg,a cartoon picture of a man and woman in a dress
110230,training/memes/110230.jpeg,arafed image of a group of people sitting in a theater
110231,training/memes/110231.jpeg,a woman with a surprised look on her face in a black and white photo
110232,training/memes/110232.jpeg,a cartoon smurfe with a hat and a dress on
110233,training/memes/110233.jpeg,there is a man sitting at a desk writing in a book
110234,training/memes/110234.jpeg,a picture taken from a photo of two girls with a caption in spanish
110235,training/memes/110235.jpeg,there are many different pictures of graffiti on the wall
110236,training/memes/110236.jpeg,a cartoon picture of a man with a black hair and a red hoodie covering his face
110237,training/memes/110237.jpeg,cartoon of a book with a caption of a book with a caption of a book with
110238,training/memes/110238.jpeg,arafed picture of a woman holding a flag and a man holding a flag
110239,training/memes/110239.jpeg,a close up of a person wearing a hat and a bow tie
110240,training/memes/110240.jpeg,a picture of a bunch of different pictures of people
110241,training/memes/110241.jpeg,a man in a white shirt is smiling and wearing a white shirt
110242,training/memes/110242.jpeg,a close up of two pictures of a man with a beard
110243,training/memes/110243.jpeg,a screenshot of a twee with a picture of a car and a person standing next to
110244,training/memes/110244.jpeg,a close up of a cell phone with a picture of a man and woman
110245,training/memes/110245.jpeg,there is a picture of a mouse that is on a table
110246,training/memes/110246.jpeg,a picture of a man in a suit and tie sitting on a grass
110247,training/memes/110247.jpeg,a close up of a cell phone with a text message
110248,training/memes/110248.jpeg,a close up of a child holding a cell phone in front of a mirror
110249,training/memes/110249.jpeg,a poster with different people holding guns and pointing them at each other
110250,training/memes/110250.jpeg,"bacon on a grill with a caption that reads, las hueros sin con bacon"
110251,training/memes/110251.jpeg,a collage of the many faces of the kpop idol
110252,training/memes/110252.jpeg,a close up of two pictures of a man in a suit and tie
110253,training/memes/110253.jpeg,a close up of a person on a computer screen with a caption
110254,training/memes/110254.jpeg,a cartoon picture of a bunch of signs that say different things
110255,training/memes/110255.jpeg,a picture of a man driving a car with a caption of a man pointing at the camera
110256,training/memes/110256.jpeg,a woman in a black jacket and green scarf speaking into a microphone
110257,training/memes/110257.jpeg,a cartoon of a woman is sitting in a car and talking to a man
110258,training/memes/110258.jpeg,a close up of a man with a beard and a mustache
110259,training/memes/110259.jpeg,a cartoon picture of a man and woman with blue hair
110260,training/memes/110260.jpeg,a close up of a person running in the woods with a bunch of people
110261,training/memes/110261.jpeg,a cartoon picture of a woman in a pink dress and a man in a red shirt
110262,training/memes/110262.jpeg,a close up of a poster with a man and a woman
110263,training/memes/110263.jpeg,"a cartoon picture of a woman with a clown face and a caption that reads,'i"
110264,training/memes/110264.jpeg,a close up of a person standing in front of a screen with a picture of a man
110265,training/memes/110265.jpeg,a cartoon of a comic strip with a woman and a man
110266,training/memes/110266.jpeg,there are many pictures of a man with a mask on
110267,training/memes/110267.jpeg,a woman with sunglasses and a white shirt smiling at the camera
110268,training/memes/110268.jpeg,a poster with a picture of a man and woman in a suit
110269,training/memes/110269.jpeg,a close up of a person with different eyes and different expressions
110270,training/memes/110270.jpeg,a close up of two pictures of a man with a tennis racket
110271,training/memes/110271.jpeg,a cartoon picture of a newspaper with a man in a suit and a woman in a suit
110272,training/memes/110272.jpeg,a cartoon picture of a man and a woman with tattoos
110273,training/memes/110273.jpeg,a couple of people standing next to each other in a room
110274,training/memes/110274.jpeg,there is a baby that is wearing a monkey costume
110275,training/memes/110275.jpeg,a close up of a person with a shirt on and a man with a shirt on
110276,training/memes/110276.jpeg,a couple of people that are standing up with a microphone
110277,training/memes/110277.jpeg,arafed man in a black shirt sitting in front of a microphone
110278,training/memes/110278.png,a man with a finger up in front of his face and a text that reads no amia
110279,training/memes/110279.jpeg,"a cartoon picture of a person wearing sandals with a caption that reads,"
110280,training/memes/110280.jpeg,a man holding a flag walking down a street next to a car
110281,training/memes/110281.jpeg,a picture of a man in a red jacket standing in front of a crowd
110282,training/memes/110282.jpeg,there is a man in a suit and tie standing in a restaurant
110283,training/memes/110283.jpeg,a close up of a person wearing sunglasses and a hat
110284,training/memes/110284.jpeg,a woman talking to a man on the street with a caption in spanish
110285,training/memes/110285.jpeg,a picture taken from a anime with a caption of two girls and a man
110286,training/memes/110286.jpeg,a black and white photo of a man with a beard and a mustache
110287,training/memes/110287.jpeg,"a man with a sad look on his face and a caption that reads, canno mu"
110288,training/memes/110288.jpeg,two pictures of a man with a white shirt and a black guy with a white shirt
110289,training/memes/110289.jpeg,a close up of a white wall with a white electrical outlet
110290,training/memes/110290.jpeg,a close up of a brick wall with a graffiti on it
110291,training/memes/110291.jpeg,arafed image of a man in a blue shirt speaking in a courtroom
110292,training/memes/110292.jpeg,there is a picture of a barbie doll with a caption in spanish
110293,training/memes/110293.jpeg,a picture of a man holding a flag and a woman holding a flag
110294,training/memes/110294.jpeg,a close up of a person holding a cell phone with a man and woman
110295,training/memes/110295.jpeg,a cartoon of a man and woman sitting on a bed with a child
110296,training/memes/110296.jpeg,there are two pictures of a man and woman with different expressions
110297,training/memes/110297.jpeg,a close up of a man in a suit and tie with a caption
110298,training/memes/110298.jpeg,a man in a burka mask is looking at his cell phone
110299,training/memes/110299.jpeg,a screenshot of a text message from a woman who is on the phone
110300,training/memes/110300.jpeg,harry potter is holding a wand and pointing at a white flag
110301,training/memes/110301.jpeg,a cartoon of a comic strip with a cartoon of mario and princess peach
110302,training/memes/110302.jpeg,a close up of a cell phone with a message on it
110303,training/memes/110303.jpeg,a cartoon picture of a woman in a bikini with a lot of hair
110304,training/memes/110304.jpeg,a cartoon of a woman in a bikini standing next to a flow chart
110305,training/memes/110305.jpeg,there is a picture of a woman's bra top on a bed
110306,training/memes/110306.jpeg,a woman in a bikini holding a sign that says me llora las bragas
110307,training/memes/110307.jpeg,a picture taken from a video posted on a social media site shows a picture of a house with
110308,training/memes/110308.jpeg,a cartoon of a man pouring water into a woman's hand
110309,training/memes/110309.jpeg,a close up of a person in a bikini and a man in a striped shirt
110310,training/memes/110310.jpeg,a woman in a red bra top is holding her hands out
110311,training/memes/110311.jpeg,a close up of two girls hugging each other in a room
110312,training/memes/110312.jpeg,a close up of a pair of underwear with a pink bottom
110313,training/memes/110313.jpeg,a close up of a sign with a picture of a clock on it
110314,training/memes/110314.jpeg,cartoon of a woman and a girl talking to each other
110315,training/memes/110315.jpeg,there is a man with a hat on and a necklace on
110316,training/memes/110316.jpeg,an old woman holding a glass of wine in her hand
110317,training/memes/110317.jpeg,"a green and black picture of a dinosaur with a caption saying, if sor que su"
110318,training/memes/110318.jpeg,a close up of a person wearing a red panties and a pink bra
110319,training/memes/110319.jpeg,arafed woman leaning against a counter in a store
110320,training/memes/110320.jpeg,a close up of a person in a bikini and a man in a underwear
110321,training/memes/110321.jpeg,there is a man wearing a hat and a sweater with a message
110322,training/memes/110322.jpeg,there is a man with a beard and a necklace on
110323,training/memes/110323.jpeg,there is a man with a beard and a shirt on
110324,training/memes/110324.jpeg,man wearing a beanie hat and holding a glass of wine
110325,training/memes/110325.jpeg,"a cartoon image of a face with a caption saying, es 2021 today hay empressas"
110326,training/memes/110326.jpeg,cartoon of a horse and a horse with carrots in a bucket
110327,training/memes/110327.jpeg,a cartoon turtle with a purple skirt and a purple shirt
110328,training/memes/110328.jpeg,a woman in a blue top is sitting at a counter
110329,training/memes/110329.jpeg,cartoon of a doctor talking to a group of skeletons
110330,training/memes/110330.jpeg,a close up of a person on a pole with a microphone
110331,training/memes/110331.jpeg,arafed woman in tight pants standing in front of a machine
110332,training/memes/110332.jpeg,three children in underwear playing with a soccer ball on a dirt road
110333,training/memes/110333.jpeg,a picture of a cartoon picture of a person with a butt
110334,training/memes/110334.jpeg,a cartoon picture of a man with a face painted like a soccer player
110335,training/memes/110335.jpeg,there is a baby that is sitting on a table with a caption
110336,training/memes/110336.jpeg,"a cartoon picture of a pokemon character with a caption that reads,"
110337,training/memes/110337.jpeg,there are three people dressed in green and black holding swords
110338,training/memes/110338.jpeg,a couple of people that are in bed with a caption
110339,training/memes/110339.png,there are two pictures of a woman eating a meal and a picture of a man eating a salad
110340,training/memes/110340.png,a cartoon picture of a woman with a hat and a man with a baseball cap
110341,training/memes/110341.jpeg,a close up of a person on a soccer field with a caption
110342,training/memes/110342.jpeg,a close up of a person with a sign in front of a building
110343,training/memes/110343.jpeg,arafed man in a white shirt standing in front of a window
110344,training/memes/110344.jpeg,a picture of a picture of a knee with a bone in it
110345,training/memes/110345.jpeg,there is a cat that is standing up and looking at the camera
110346,training/memes/110346.png,a picture of a man in a blue shirt is talking to a woman
110347,training/memes/110347.jpeg,there is a woman that is looking at herself in the mirror
110348,training/memes/110348.jpeg,a close up of a person talking on a cell phone
110349,training/memes/110349.jpeg,a man with a beard and glasses standing in front of a screen
110350,training/memes/110350.jpeg,a woman with a very big smile on her face
110351,training/memes/110351.jpeg,there is a man holding a pig that is on his back
110352,training/memes/110352.jpeg,"someone wrote a message on the sidewalk that reads,'i am not afraid to be in spanish"
110353,training/memes/110353.jpeg,there is a pig standing on the sidewalk in front of a building
110354,training/memes/110354.jpeg,a close up of a cartoon character with a beard and a mustache
110355,training/memes/110355.jpeg,a cartoon pig with glasses and a green shirt is standing in front of a computer
110356,training/memes/110356.jpeg,arafed woman sitting on the floor with a cell phone in her hand
110357,training/memes/110357.jpeg,a cartoon picture of a woman with a red hat and a man with a red bow
110358,training/memes/110358.jpeg,a person holding a book with a picture of a dog and a cat on it
110359,training/memes/110359.jpeg,woman in front of a blackboard with a triangle on it
110360,training/memes/110360.jpeg,a picture of a woman with a white top and a red and white top
110361,training/memes/110361.jpeg,a close up of a text message with a cartoon character on it
110362,training/memes/110362.jpeg,arafed pig with big eyes and a pink nose with a caption that reads bueno
110363,training/memes/110363.jpeg,a cartoon of two pigs in a bikini and a pig in a bikini
110364,training/memes/110364.jpeg,a close up of a pig standing on top of a grass covered field
110365,training/memes/110365.jpeg,a cartoon pig with a red shirt and a pink shirt
110366,training/memes/110366.jpeg,arafed image of a woman in a bed with a cell phone
110367,training/memes/110367.jpeg,a close up of a woman holding a cell phone near a sign
110368,training/memes/110368.png,a woman in a bikini top is holding her arms up
110369,training/memes/110369.jpeg,arafed image of a girl laying in bed with her eyes closed
110370,training/memes/110370.jpeg,a close up of two pictures of a person with a face
110371,training/memes/110371.jpeg,a cartoon of a woman talking to a man in a bar
110372,training/memes/110372.jpeg,there is a man holding a bottle of pickles in his hand
110373,training/memes/110373.jpeg,a woman sitting on a wall next to a skeleton and a picture of a woman holding a glass
110374,training/memes/110374.jpeg,arafed group of people sitting on a deck with a view of the ocean
110375,training/memes/110375.jpeg,"a woman with her hands up in the air and a caption that reads,"
110376,training/memes/110376.png,a cartoon drawing of a woman with different facial expressions
110377,training/memes/110377.jpeg,a cartoon of a woman in a store with a skeleton in the background
110378,training/memes/110378.png,there is a poster with a picture of a little girl brushing her teeth
110379,training/memes/110379.png,arafed image of a man reading a book and a book with a bookmark
110380,training/memes/110380.jpeg,three little boys in shorts are dancing in the dirt
110381,training/memes/110381.jpeg,a picture of a woman in a black dress is playing a video game
110382,training/memes/110382.jpeg,arafed image of a man in a black shirt and a woman in a blue shirt and
110383,training/memes/110383.jpeg,arafed image of a group of people sitting on a bench
110384,training/memes/110384.jpeg,a cartoon picture of a woman in a bra top and a man in a chair
110385,training/memes/110385.jpeg,there is a woman that is dancing in a room
110386,training/memes/110386.jpeg,two pictures of a woman in a red bikini and a woman in a red bikini
110387,training/memes/110387.jpeg,a cartoon image of a man with a top hat and mustache
